   0.0000000e+00   0.0000000e+00
  -1.3275277e-07  -9.8532214e-07
  -5.2610479e-07  -3.9368581e-06
  -1.1387264e-06  -8.8089906e-06
  -1.8342143e-06  -1.5422981e-05
  -2.3475208e-06  -2.3350988e-05
  -2.3283867e-06  -3.1855532e-05
  -1.4471315e-06  -3.9949908e-05
   5.0558399e-07  -4.6552361e-05
   3.5561642e-06  -5.0646462e-05
   7.5019019e-06  -5.1412187e-05
   1.1884355e-05  -4.8352153e-05
   1.6020944e-05  -4.1416987e-05
   1.9117547e-05  -3.1091749e-05
   2.0446044e-05  -1.8397638e-05
   1.9540412e-05  -4.7819658e-06
   1.6350139e-05   8.0998255e-06
   1.1294655e-05   1.8672368e-05
   5.1887261e-06   2.5734628e-05
  -9.5068212e-07   2.8687931e-05
  -6.1647130e-06   2.7639806e-05
  -9.8022757e-06   2.3357904e-05
  -1.1678966e-05   1.7087323e-05
  -1.2088768e-05   1.0279044e-05
  -1.1656449e-05   4.2980235e-06
  -1.1072827e-05   1.8176483e-07
  -1.0803076e-05  -1.4984978e-06
  -1.0879703e-05  -6.5869211e-07
  -1.0869949e-05   2.3674159e-06
  -1.0041389e-05   6.9315532e-06
  -7.6640960e-06   1.2156538e-05
  -3.3253427e-06   1.6990487e-05
   2.8703631e-06   2.0262993e-05
   1.0284162e-05   2.0796704e-05
   1.7890843e-05   1.7600318e-05
   2.4511737e-05   1.0108832e-05
   2.9043929e-05  -1.6145727e-06
   3.0634451e-05  -1.6804685e-05
   2.8794471e-05  -3.4089023e-05
   2.3470812e-05  -5.1719658e-05
   1.5083454e-05  -6.7858716e-05
   4.5170344e-06  -8.0828021e-05
  -6.9542148e-06  -8.9267328e-05
  -1.7815570e-05  -9.2192625e-05
  -2.6517437e-05  -8.8980034e-05
  -3.1700370e-05  -7.9311577e-05
  -3.2399383e-05  -6.3112966e-05
  -2.8199324e-05  -4.0503040e-05
  -1.9329852e-05  -1.1767876e-05
  -6.6999006e-06   2.2629670e-05
   8.1265359e-06   6.1996455e-05
   2.3016826e-05   1.0530983e-04
   3.5428373e-05   1.5108357e-04
   4.2651533e-05   1.9722658e-04
   4.2141671e-05   2.4093920e-04
   3.1927482e-05   2.7870379e-04
   1.1055278e-05   3.0642758e-04
  -2.0003060e-05   3.1977998e-04
  -5.9077969e-05   3.1473004e-04
  -1.0227449e-04   2.8823457e-04
  -1.4427560e-04   2.3896357e-04
  -1.7900331e-04   1.6789660e-04
  -2.0057268e-04   7.8606332e-05
  -2.0437302e-04  -2.2917554e-05
  -1.8803473e-04  -1.2895450e-04
  -1.5202596e-04  -2.3116381e-04
  -9.9688657e-05  -3.2189993e-04
  -3.6661505e-05  -3.9542819e-04
   3.0192868e-05  -4.4874207e-04
   9.4094782e-05  -4.8178281e-04
   1.4956015e-04  -4.9702933e-04
   1.9322699e-04  -4.9860069e-04
   2.2412840e-04  -4.9113855e-04
   2.4341109e-04  -4.7876958e-04
   2.5364726e-04  -4.6438918e-04
   2.5797359e-04  -4.4938434e-04
   2.5929472e-04  -4.3377750e-04
   2.5972532e-04  -4.1666706e-04
   2.6034583e-04  -3.9679158e-04
   2.6125142e-04  -3.7305379e-04
   2.6180750e-04  -3.4489095e-04
   2.6099937e-04  -3.1244365e-04
   2.5777409e-04  -2.7653413e-04
   2.5130415e-04  -2.3850412e-04
   2.4114159e-04  -1.9997789e-04
   2.2726419e-04  -1.6261275e-04
   2.1003678e-04  -1.2788437e-04
   1.9011979e-04  -9.6934822e-05
   1.6835574e-04  -7.0493350e-05
   1.4565816e-04  -4.8865110e-05
   1.2291768e-04  -3.1974305e-05
   1.0093281e-04  -1.9443179e-05
   8.0366286e-05  -1.0687985e-05
   6.1725328e-05  -5.0148854e-06
   4.5361955e-05  -1.7057084e-06
   3.1478982e-05  -8.5440767e-08
   2.0142741e-05   4.5077911e-07
   1.1339623e-05   4.2466631e-07
   5.0471522e-06   2.2313411e-07
   1.2634515e-06   5.8103333e-08
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
  -4.4711034e-04  -2.1295408e-04
  -1.7787206e-03  -8.5348459e-04
  -3.9396963e-03  -1.9322018e-03
  -6.7624181e-03  -3.4761544e-03
  -9.8987777e-03  -5.5135600e-03
  -1.2816228e-02  -8.0185401e-03
  -1.4895875e-02  -1.0840742e-02
  -1.5593376e-02  -1.3672034e-02
  -1.4584066e-02  -1.6072613e-02
  -1.1850597e-02  -1.7541622e-02
  -7.7122125e-03  -1.7617959e-02
  -2.7923879e-03  -1.6002588e-02
   2.0865369e-03  -1.2676425e-02
   6.0755546e-03  -7.9701929e-03
   8.5014057e-03  -2.5464345e-03
   9.0404515e-03   2.7204777e-03
   7.8043468e-03   6.9432719e-03
   5.3020271e-03   9.4429857e-03
   2.2846260e-03   9.9216974e-03
  -4.7698711e-04   8.5296119e-03
  -2.4074065e-03   5.8059676e-03
  -3.2642326e-03   2.5168113e-03
  -3.1582009e-03  -5.5495259e-04
  -2.4590090e-03  -2.8018241e-03
  -1.6280929e-03  -3.9129289e-03
  -1.0410873e-03  -3.8974331e-03
  -8.6284021e-04  -3.0152061e-03
  -1.0171921e-03  -1.6488806e-03
  -1.2571891e-03  -1.6928221e-04
  -1.3002734e-03   1.1556092e-03
  -9.6495113e-04   2.1822931e-03
  -2.4684770e-04   2.8550074e-03
   6.9463513e-04   3.1506013e-03
