   0.0000000e+00   0.0000000e+00
  -3.3019295e-06   1.7662203e-06
  -1.3210672e-05   7.0664615e-06
  -2.9734242e-05   1.5905011e-05
  -5.2883165e-05   2.8287518e-05
  -8.2666238e-05   4.4218777e-05
  -1.1908459e-04   6.3699706e-05
  -1.6212409e-04   8.6723580e-05
  -2.1174606e-04   1.1327163e-04
  -2.6787646e-04   1.4330813e-04
  -3.3039350e-04   1.7677511e-04
  -3.9911395e-04   2.1358695e-04
  -4.7377821e-04   2.5362495e-04
  -5.5403448e-04   2.9673222e-04
  -6.3942226e-04   3.4270912e-04
  -7.2935580e-04   3.9130959e-04
  -8.2310769e-04   4.4223851e-04
  -9.1979349e-04   4.9515061e-04
  -1.0183579e-03   5.4965105e-04
  -1.1175635e-03   6.0529794e-04
  -1.2159823e-03   6.6160715e-04
  -1.3119917e-03   7.1805928e-04
  -1.4037758e-03   7.7410915e-04
  -1.4893318e-03   8.2919746e-04
  -1.5664842e-03   8.8276468e-04
  -1.6329052e-03   9.3426673e-04
  -1.6861447e-03   9.8319206e-04
  -1.7236669e-03   1.0290795e-03
  -1.7428970e-03   1.0715365e-03
  -1.7412745e-03   1.1102563e-03
  -1.7163152e-03   1.1450338e-03
  -1.6656783e-03   1.1757793e-03
  -1.5872398e-03   1.2025290e-03
  -1.4791678e-03   1.2254506e-03
  -1.3399990e-03   1.2448458e-03
  -1.1687136e-03   1.2611465e-03
  -9.6480518e-04   1.2749057e-03
  -7.2834357e-04   1.2867837e-03
  -4.6002660e-04   1.2975284e-03
  -1.6121901e-04   1.3079515e-03
   1.6602477e-04   1.3189011e-03
   5.1895599e-04   1.3312309e-03
   8.9414663e-04   1.3457692e-03
   1.2875253e-03   1.3632867e-03
   1.6944342e-03   1.3844664e-03
   2.1097065e-03   1.4098769e-03
   2.5277630e-03   1.4399482e-03
   2.9427256e-03   1.4749545e-03
   3.3485451e-03   1.5150020e-03
   3.7391388e-03   1.5600233e-03
   4.1085353e-03   1.6097786e-03
   4.4510200e-03   1.6638635e-03
   4.7612781e-03   1.7217221e-03
   5.0345297e-03   1.7826652e-03
   5.2666526e-03   1.8458926e-03
   5.4542880e-03   1.9105174e-03
   5.5949263e-03   1.9755921e-03
   5.6869693e-03   2.0401336e-03
   5.7297671e-03   2.1031480e-03
   5.7236282e-03   2.1636520e-03
   5.6698019e-03   2.2206914e-03
   5.5704355e-03   2.2733567e-03
   5.4285049e-03   2.3207941e-03
   5.2477246e-03   2.3622133e-03
   5.0324369e-03   2.3968921e-03
   4.7874866e-03   2.4241789e-03
   4.5180842e-03   2.4434933e-03
   4.2296630e-03   2.4543261e-03
   3.9277339e-03   2.4562391e-03
   3.6177438e-03   2.4488670e-03
   3.3049418e-03   2.4319191e-03
   2.9942559e-03   2.4051847e-03
   2.6901866e-03   2.3685389e-03
   2.3967175e-03   2.3219516e-03
   2.1172476e-03   2.2654965e-03
   1.8545445e-03   2.1993617e-03
   1.6107211e-03   2.1238593e-03
   1.3872345e-03   2.0394339e-03
   1.1849056e-03   1.9466686e-03
   1.0039591e-03   1.8462874e-03
   8.4408026e-04   1.7391535e-03
   7.0448490e-04   1.6262629e-03
   5.8400086e-04   1.5087324e-03
   4.8115542e-04   1.3877828e-03
   3.9426558e-04   1.2647176e-03
   3.2152713e-04   1.1408974e-03
   2.6109879e-04   1.0177123e-03
   2.1117808e-04   8.9655270e-04
   1.7006614e-04   7.7877975e-04
   1.3621938e-04   6.6569846e-04
   1.0828651e-04   5.5853336e-04
   8.5130473e-05   4.5840861e-04
   6.5835635e-05   3.6633337e-04
   4.9701282e-05   2.8319272e-04
   3.6223485e-05   2.0974413e-04
   2.5067884e-05   1.4661895e-04
   1.6036445e-05   9.4328002e-05
   9.0315869e-06   5.3269989e-05
   4.0210407e-06   2.3741191e-05
   1.0066670e-06   5.9450209e-06
   0.0000000e+00   0.0000000e+00
   0.0000000e+00   0.0000000e+00
   3.3033482e-08   5.1362078e-07
   1.3184731e-07   2.0518769e-06
   2.9557844e-07   4.6068319e-06
   5.2277913e-07   8.1648683e-06
   8.1140758e-07   1.2706113e-05
   1.1588239e-06   1.8203655e-05
   1.5618002e-06   2.4622574e-05
   2.0165545e-06   3.1918813e-05
   2.5188218e-06   4.0037933e-05
   3.0639722e-06   4.8913778e-05
   3.6471902e-06   5.8467134e-05
   4.2637244e-06   6.8604403e-05
   4.9092175e-06   7.9216401e-05
   5.5801195e-06   9.0177314e-05
   6.2741857e-06   1.0134394e-04
   6.9910531e-06   1.1255523e-04
   7.7328819e-06   1.2363234e-04
   8.5050415e-06   1.3437909e-04
   9.3168114e-06   1.4458310e-04
   1.0182060e-05   1.5401754e-04
   1.1119856e-05   1.6244359e-04
   1.2154959e-05   1.6961365e-04
   1.3318137e-05   1.7527530e-04
   1.4646249e-05   1.7917591e-04
   1.6182039e-05   1.8106802e-04
   1.7973593e-05   1.8071520e-04
   2.0073410e-05   1.7789838e-04
   2.2537077e-05   1.7242247e-04
   2.5421525e-05   1.6412304e-04
   2.8782884e-05   1.5287288e-04
   3.2673990e-05   1.3858817e-04
   3.7141583e-05   1.2123406e-04
   4.2223312e-05   1.0082932e-04
   4.7944642e-05   7.7449914e-05
   5.4315809e-05   5.1231289e-05
   6.1328966e-05   2.2369096e-05
   6.8955671e-05  -8.8816518e-06
   7.7144887e-05  -4.2209139e-05
   8.5821622e-05  -7.7249003e-05
   9.4886344e-05  -1.1359024e-04
   1.0421528e-04  -1.5078263e-04
   1.1366164e-04  -1.8834552e-04
   1.2305783e-04  -2.2577763e-04
   1.3221860e-04  -2.6256778e-04
   1.4094507e-04  -2.9820599e-04
   1.4902952e-04  -3.3219470e-04
   1.5626089e-04  -3.6405989e-04
   1.6243059e-04  -3.9336144e-04
   1.6733866e-04  -4.1970272e-04
   1.7079991e-04  -4.4273893e-04
   1.7264979e-04  -4.6218401e-04
   1.7274991e-04  -4.7781598e-04
   1.7099285e-04  -4.8948050e-04
   1.6730615e-04  -4.9709263e-04
   1.6165532e-04  -5.0063688e-04
   1.5404577e-04  -5.0016548e-04
   1.4452360e-04  -4.9579509e-04
   1.3317520e-04  -4.8770213e-04
   1.2012571e-04  -4.7611685e-04
   1.0553643e-04  -4.6131651e-04
   8.9601217e-05  -4.4361773e-04
   7.2542109e-05  -4.2336852e-04
   5.4604219e-05  -4.0093997e-04
   3.6050172e-05  -3.7671802e-04
   1.7154204e-05  -3.5109545e-04
  -1.8038609e-06  -3.2446432e-04
  -2.0544604e-05  -2.9720887e-04
  -3.8794795e-05  -2.6969927e-04
  -5.6292848e-05  -2.4228599e-04
  -7.2793805e-05  -2.1529515e-04
  -8.8073782e-05  -1.8902454e-04
  -1.0193379e-04  -1.6374072e-04
  -1.1420288e-04  -1.3967671e-04
  -1.2474064e-04  -1.1703066e-04
  -1.3343899e-04  -9.5965067e-05
  -1.4022329e-04  -7.6606792e-05
  -1.4505289e-04  -5.9047525e-05
  -1.4792099e-04  -4.3344828e-05
  -1.4885404e-04  -2.9523565e-05
  -1.4791062e-04  -1.7577695e-05
  -1.4517984e-04  -7.4723587e-06
  -1.4077937e-04   8.5379989e-07
  -1.3485308e-04   7.4861081e-06
  -1.2756839e-04   1.2531183e-05
  -1.1911325e-04   1.6114108e-05
  -1.0969294e-04   1.8375499e-05
  -9.9526546e-05   1.9468460e-05
  -8.8843237e-05   1.9555456e-05
  -7.7878401e-05   1.8805114e-05
  -6.6869582e-05   1.7388957e-05
  -5.6052345e-05   1.5478121e-05
